Domain,Competitor Relevance,Common Keywords,Organic Keywords,Organic Traffic,Organic Cost,Adwords Keywords
hawaii.edu,0,1,488262,1221167,1041294.00,4
localizejs.com,0,1,3641,2619,6334.00,92
lightrocket.com,0,2,947,266,194.00,0
formo.so,0,1,562,139,174.00,0
itarian.com,0,1,110258,54555,101915.00,0
robot-speed.com,0,1,1519,1302,3750.00,0
vandalwisdom.com,0,1,74,9,0.00,0
techtarget.com,0,31,654332,1788286,4616268.00,0
blazingcdn.com,0,1,2394,192,1417.00,10
simplicitydx.com,0,2,365,152,286.00,0
straightnorth.com,0,1,12549,82208,538686.00,156
codeahoy.com,0,7,1508,392,289.00,0
ascopubs.org,0,1,56237,76601,258577.00,6
vipwebsites.co.uk,0,1,16,0,0.00,0
pangea.app,0,1,10908,12946,57553.00,0
scriblymedia.com,0,1,25,11,41.00,0
promptpanda.io,0,1,423,5,26.00,0
dash0.com,0,1,5375,10286,40163.00,298
webmastersun.com,0,1,2113,1060,3241.00,0
apus.edu,0,2,137231,639175,4730866.00,3180
wpcerber.com,0,3,102,149,990.00,0
ohiobar.org,0,1,32658,101233,235452.00,2
theverge.com,0,5,771632,616730,492653.00,14
sau.edu,0,1,7663,31193,31499.00,173
pexetothemes.com,0,1,366,0,0.00,0
chase.com,0,1,2115514,25190596,100274771.00,16275
ipqualityscore.com,0,1,41579,260886,279960.00,193
wearestructure.com,0,1,506,217,932.00,0
dreamformer.ai,0,1,62,0,0.00,0
globaldata.com,0,1,322347,334610,684718.00,0
andrewrminion.com,0,1,32,0,0.00,0
battlehouselasercombat.com,0,1,1565,8885,15739.00,4
alldus.com,0,1,244,454,1716.00,0
atlaq.com,0,1,88247,989711,943686.00,0
maxgalleria.com,0,5,257,79,120.00,0
wealthyaffiliate.com,0,4,2977,4954,5370.00,12
respeecher.com,0,1,4460,7087,5577.00,1
carahsoft.com,0,5,23473,27421,151288.00,167
webgaku.net,0,3,403,22,0.00,0
chiplot.online,0,1,160,526,230.00,0
yun-wp.com,0,1,69,0,0.00,0
wpwhichplugin.com,0,1,54,1,0.00,0
namefi.io,0,4,282,191,315.00,0
ezp.net,0,1,76,28,0.00,0
creativeforce.io,0,1,1475,3603,52248.00,0
freelancewebprogrammer.com,0,2,1468,1121,7230.00,0
stackshare.io,0,4,27940,6250,21767.00,0
moodle.org,0,1,16411,193709,2419236.00,0
linux-databook.info,0,1,85,0,0.00,0
simpalm.com,0,13,6948,18873,211130.00,0
wpquestions.com,0,2,24,4,0.00,0
rocket.net,0,1,1403,2048,10960.00,0
classcentral.com,0,18,154052,91220,407373.00,1
cyberark.com,0,1,28905,54055,357598.00,252
wpdmin.com,0,1,3,9,0.00,0
woosa.com,0,1,561,141,439.00,0
codelapa.com,0,3,32,7,0.00,0
helpdesk.com,0,2,19554,106035,5273291.00,27
engagevr.io,0,1,1511,7175,16145.00,0
abbreviations.com,0,2,423177,307561,206825.00,0
dwmedia.com,0,1,698,518,10913.00,199
idomoo.com,0,6,1722,924,13644.00,168
eurodns.com,0,6,15587,28992,92250.00,113
hellodr.tech,0,2,42,7,21.00,0
ufhealth.org,0,1,686384,1305163,1346093.00,279
regie.ai,0,1,741,1203,12777.00,12
microsoft.com,0,76,11394046,61350821,109198570.00,12718
adexchanger.com,0,2,14660,22175,155408.00,0
webvitals.com,0,4,61,119,553.00,0
nordpass.com,0,1,41006,121340,330416.00,5
conductor.com,0,21,18858,46768,137231.00,70
digitalocean.com,0,9,197080,316155,1282474.00,465
minnalearn.com,0,1,832,1426,6283.00,0
xq-vip.com,0,1,87,437,0.00,0
cloudbunch.co.uk,0,1,2,0,0.00,0
aiologin.com,0,4,122,15,3.00,0
ontraport.com,0,1,2226,5054,27228.00,55
jonathanh.co.uk,0,3,22,10,0.00,0
httpstatus.io,0,1,1164,5787,7099.00,0
renascence.io,0,1,5892,1647,5322.00,0
curohosting.com,0,3,15,0,0.00,0
extrapolate.com,0,1,2390,65,24.00,0
tennessean.com,0,1,412996,501459,324366.00,1
uncodemy.com,0,1,6268,3867,5842.00,0
fs-poster.com,0,1,1831,614,784.00,0
dattell.com,0,2,541,1088,2127.00,0
trustcloud.ai,0,2,6210,2913,37947.00,8
umu.com,0,1,7089,3555,15114.00,0
gcore.com,0,8,14597,6046,8398.00,9
pragmaticengineer.com,0,1,5881,26284,65649.00,0
theweborion.com,0,2,386,33,38.00,0
delphipraxis.net,0,1,982,2169,924.00,0
disciple.tools,0,2,53,33,12.00,0
fabricdigital.co.nz,0,1,1480,4178,2038.00,0
docsie.io,0,2,6742,12498,31489.00,1
reverieinc.com,0,1,2027,524,1052.00,0
infobip.com,0,1,19730,30138,80846.00,193
bluekelpie.com.au,0,1,54,11,16.00,0
w4dev.com,0,1,39,0,0.00,0
techbehemoths.com,0,2,29456,13364,49681.00,0
kainexus.com,0,1,6947,9120,18445.00,8
dokweb.net,0,1,1254,3485,3140.00,0
grantsoffice.com,0,1,7542,3121,3794.00,0
heroic.com,0,1,759,373,272.00,0
nvmexpress.org,0,1,1229,8519,11954.00,0
adage.com,0,4,112427,116957,408025.00,92
oldmachinepress.com,0,1,1301,2010,150.00,0
superspeedyplugins.com,0,2,108,58,0.00,0
reviewjournal.com,0,1,468787,602218,397596.00,0
inclusionhub.com,0,1,1946,11821,19124.00,0
synopsys.com,0,1,21961,82003,162298.00,47
helloday.one,0,1,10,0,0.00,0
kintone.help,0,3,1708,4685,1072.00,0
droptica.com,0,1,3487,521,4565.00,0
bdc.ca,0,16,71090,165260,535200.00,4
angrycreative.com,0,1,49,4,1.00,0
threatngsecurity.com,0,1,2912,2569,6387.00,0
thetechnoverts.com,0,1,506,0,0.00,0
founderconnects.com,0,2,504,228,1211.00,0
surferseo.com,0,2,25692,31326,139490.00,107
vipnation.com,0,4,37603,61318,27929.00,0
drive-tv.co.uk,0,1,6,0,0.00,0
analysis-tools.dev,0,1,149,2,5.00,0
americanpressinstitute.org,0,1,1683,2652,6939.00,0
rutgers.edu,0,2,769711,2653868,4113699.00,50
vantage.sh,0,1,14304,16771,88259.00,128
danielkossmann.com,0,1,144,516,185.00,0
vbots.ai,0,1,45,15,0.00,18
wemanagewebsite.com,0,1,92,6,102.00,0
powerapps911.com,0,1,445,491,4296.00,2
mattmair.wordpress.com,0,1,3,0,0.00,0
spendesk.com,0,3,10356,10592,146485.00,0
voximplant.com,0,5,841,284,2830.00,0
arduino.cc,0,1,172857,779484,353768.00,31
ieee.org,0,1,334056,568023,818145.00,262
webanalyticsbd.com,0,1,2,4,0.00,0
ultimatemultisite.com,0,3,25,1,2.00,0
4media.com,0,4,797,192,608.00,0
shopware.com,0,2,7641,5940,22731.00,85
sophie.ai,0,1,89,133,187.00,0
lowendtalk.com,0,1,6143,6588,21461.00,0
brandfolder.com,0,6,8878,25535,182682.00,0
lumenlearning.com,0,1,1366065,1452086,898482.00,0
lseo.com,0,1,4758,1213,8584.00,0
raspberrypi.com,0,1,103714,655055,204759.00,0
nxp.com,0,1,31149,43432,57918.00,40
blastx.com,0,1,504,226,516.00,0
timber.github.io,0,1,79,31,4.00,0
rosslynva.org,0,1,11110,16642,16179.00,0
comparably.com,0,1,292407,204577,530800.00,0
focusreactive.com,0,6,985,935,6316.00,0
boia.org,0,1,6091,3129,4897.00,0
bricksbuilder.io,0,1,1498,5789,10191.00,0
acceleratetech.au,0,1,4,0,0.00,0
branchboston.com,0,6,588,253,903.00,0
crystallize.com,0,5,5392,6306,17972.00,0
thethunderclap.com,0,1,900,361,5192.00,0
integralads.com,0,1,1775,5684,47441.00,371
usablewp.com,0,3,421,21,83.00,0
wpadmin.ai,0,1,2,17,0.00,11
directiveconsulting.com,0,2,14973,33181,441841.00,160
iabtechlab.com,0,1,2037,4689,34785.00,0
pageonewebsolutions.com,0,2,238,167,261.00,0
readz.com,0,1,859,1541,4254.00,0
tradeatlas.com,0,2,12337,4655,10623.00,1
tp-link.com,0,1,204622,862667,658306.00,0
upguard.com,0,5,43250,77415,269562.00,251
ufl.edu,0,2,1353286,5160329,11285653.00,175
scottbrady.io,0,1,630,242,1071.00,0
wpelevator.com,0,3,10,10,0.00,0
mangcoding.com,0,1,484,15,58.00,0
gravitykit.com,0,3,1606,1130,1640.00,3
redirection.me,0,1,199,284,385.00,0
brittanyxavier.com,0,1,397,352,71.00,0
marketingillumination.com,0,4,2821,2310,7486.00,0
gtaroads.com,0,1,162,13,91.00,0
axiomthemes.com,0,1,838,45,54.00,0
websitepulse.com,0,1,4673,5824,17202.00,0
gran-turismo.com,0,1,14176,87937,47202.00,0
searchfacts.com,0,1,1674,2085,3222.00,0
visionlabs.com,0,3,1247,2504,14766.00,0
futureb2b.com,0,1,566,1147,9411.00,0
zippia.com,0,1,659337,150772,170840.00,1
caguns.net,0,1,7170,15523,1224.00,0
codecurated.com,0,4,220,28,13.00,0
countly.com,0,1,608,343,1343.00,0
salesforceben.com,0,7,35292,36320,270166.00,0
loginpress.pro,0,2,1255,212,175.00,0
progressus.io,0,1,215,25,138.00,0
observepoint.com,0,4,1007,1428,4826.00,33
customersuccesscollective.com,0,1,3123,2318,7615.00,0
centralcsp.com,0,1,634,300,757.00,0
kff.org,0,1,205916,446987,1014948.00,292
wb.gov.in,0,1,64400,91222,151398.00,0
roadrunnersports.com,0,1,157298,358690,170461.00,151
thearcadetribute.com,0,1,37,93,2.00,0
cre8.agency,0,1,54,2,0.00,0
systemdesignsandbox.com,0,1,66,1,0.00,0
magnific.com,0,1,4831804,8858916,3553117.00,15
verifiedindustrialproperties.com,0,1,132,362,32.00,0
thegrantportal.com,0,1,44113,25621,69412.00,0
convert.com,0,1,4510,8221,21986.00,2
infracost.io,0,6,1715,2056,11551.00,0
actualtechmedia.com,0,1,1160,415,1097.00,0
gtmetrix.com,0,3,3359,36206,153828.00,31
devliegendebrigade.nl,0,1,130,4,5.00,0
pixelgrade.com,0,1,119,101,42.00,0
parsleyjs.org,0,1,26,13,0.00,0
happyhumans.com,0,1,67,19,0.00,0
mindsize.com,0,1,276,1,0.00,0
indeed.com,0,24,35626957,53209985,70017005.00,62483
betterstack.com,0,1,24508,10367,20022.00,479
logo.com,0,1,37687,153206,250368.00,0
businessofapps.com,0,3,36299,100243,595888.00,0
equalisgroup.org,0,1,1462,2588,7805.00,0
aimdek.com,0,1,222,16,71.00,0
campuslabs.com,0,1,97493,185400,99373.00,0
webfx.com,0,5,101273,64211,706188.00,295
chmouel.com,0,1,17,20,0.00,0
opentsdb.net,0,1,37,140,874.00,0
skilldisplay.eu,0,1,35,0,0.00,0
nethues.com,0,1,809,264,6033.00,0
ehealthcaresolutions.com,0,1,1573,422,1832.00,0
the-independent.com,0,2,2281602,1362543,600304.00,27
scopicsoftware.com,0,1,2337,1701,15636.00,0
wpvibes.com,0,1,566,0,0.00,0
rocketreach.co,0,13,1123299,707354,2292361.00,574
vipsolutions.com,0,1,172,695,36.00,0
zinnov.com,0,2,1545,1550,2767.00,0
wpcoursesplugin.com,0,1,20,15,38.00,0
rs-online.com,0,1,218179,302375,413633.00,1018
ans.co.uk,0,1,3216,1006,1971.00,0
download-monitor.com,0,1,278,370,925.00,0
softmit.com,0,1,6,0,0.00,0
checkthat.ai,0,2,52657,37573,132093.00,0
dashthis.com,0,4,18985,70304,270076.00,18
stoneridgesoftware.com,0,1,2781,1779,7475.00,45
latentview.com,0,5,8235,8047,50868.00,0
sketchup.com,0,1,72664,184861,340336.00,95
icontrolwp.com,0,1,64,5,0.00,0
data443.com,0,2,276,278,133.00,0
dictionary.com,0,1,6869540,44035182,38431065.00,0
scalewp.io,0,2,18,4,0.00,0
phphub.net,0,2,180,682,2226.00,0
workmate.com,0,1,131,380,464.00,4
centarro.io,0,1,165,158,981.00,0
cast.ai,0,1,3085,4955,71400.00,209
vip-developer.com,0,1,2,0,0.00,0
ceros.com,0,1,37295,47238,71650.00,1
designindc.com,0,3,2455,6459,36705.00,5
webrand.com,0,1,913,739,3649.00,0
digitaltransactions.net,0,1,7860,2544,7495.00,0
infor.com,0,1,43231,92002,542053.00,1766
themartechsummit.com,0,1,596,391,1078.00,0
onlyoffice.com,0,2,18992,35025,28519.00,1
hosekdentistry.com,0,1,37,302,520.00,0
verndale.com,0,2,568,1610,8239.00,0
styrkr.com,0,1,7487,7675,3399.00,0
heretto.com,0,4,2423,7284,28377.00,6
securityscorecard.com,0,1,18514,57113,366641.00,0
webnic.cc,0,6,1080,929,656.00,0
sitepoint.com,0,24,121925,173903,266895.00,0
aimtell.com,0,1,417,323,0.00,0
arimetrics.com,0,1,36087,31906,51313.00,0
crazyegg.com,0,40,27719,81841,480625.00,126
dock.us,0,3,6808,6319,46232.00,0
nextpage.fr,0,1,31,0,0.00,0
tareq.co,0,1,2,0,0.00,0
wplauncher.com,0,1,286,44,9.00,0
servicetitan.com,0,1,68386,246512,2425260.00,843
agence-appro.fr,0,2,5,0,0.00,0
ttlcalculator.com,0,1,9,6,0.00,0
wseinfratech.com,0,1,87,37,295.00,0
wp-tutoring.com,0,2,116,16,26.00,0
yourdictionary.com,0,1,5269318,7473636,4123963.00,0
dodsonmc.com,0,1,326,100,5.00,0
detype.com,0,1,355,20,86.00,0
elegantthemes.com,0,49,55613,45794,96439.00,69
fluxrunner.com,0,1,3,0,0.00,0
cmarix.com,0,1,9902,3136,50158.00,0
designrush.com,0,14,222362,207267,1031663.00,0
augsburg.edu,0,1,22880,46934,45431.00,0
googlesource.com,0,1,14232,17867,16639.00,0
projecthosts.com,0,1,278,342,5117.00,0
sitelets.com,0,1,33,20,11.00,0
norton.com,0,4,272381,1240298,4225000.00,1951
blkdg.com,0,1,156,50,46.00,0
runna.com,0,1,52064,87521,232752.00,463
eatbigfish.com,0,1,108,246,182.00,0
akeeba.com,0,1,364,396,2016.00,0
finance-commerce.com,0,1,11415,7698,3414.00,0
digitalcontentnext.org,0,2,1340,1353,2215.00,0
hostingguider.com,0,1,565,18,114.00,0
sciencedirect.com,0,22,9395820,16703850,14778424.00,45
40q.agency,0,3,54,13,227.00,0
igmguru.com,0,2,26523,34264,354799.00,0
henryharvin.com,0,1,31420,6079,7840.00,2
akrabat.com,0,7,670,617,247.00,0
findstack.com,0,2,19587,8595,71020.00,0
frontline.group,0,1,849,463,4644.00,0
aashtoware.org,0,1,552,1437,7678.00,0
inversive.fr,0,1,13,12,0.00,0
wpdeveloping.com,0,2,146,6,51.00,0
canaltech.com.br,0,1,12067,2873,741.00,0
pyramidanalytics.com,0,3,1731,1754,8484.00,34
getglow.io,0,1,280,120,472.00,0
abcotvpress.com,0,1,2082,5286,2438.00,0
gdprwp.com,0,2,25,6,35.00,0
naukri.com,0,1,176183,128256,113587.00,2
rdocumentation.org,0,2,73449,118346,103207.00,0
wp-enterprise.co.uk,0,2,6,4,0.00,0
happierleads.com,0,1,247,142,908.00,6
wintercorn.com,0,2,138,2,0.00,0
khanacademy.org,0,1,3455957,10299811,7482783.00,11372
trysight.ai,0,1,8681,1439,3910.00,0
2fa.vip,0,2,237,6038,12015.00,0
nice.com,0,1,46212,114441,1132934.00,823
businesssoftwarepicks.com,0,1,296,3,142.00,0
aisera.com,0,1,4326,8015,102682.00,0
airlift.net,0,1,147,581,1286.00,0
wpoets.com,0,2,320,109,110.00,0
reachrevenue.net,0,1,31,1,7.00,0
globant.com,0,2,6723,12007,245651.00,133
lairedigital.com,0,1,3274,618,6745.00,0
netnerd.com,0,6,820,28,122.00,0
mediabiasfactcheck.com,0,1,40088,55887,51332.00,0
feelcreated.com,0,1,172,29,1.00,0
analyticsmarket.com,0,1,224,160,91.00,0
mybits.de,0,4,138,61,0.00,0
fastly.com,0,11,11956,77899,1491850.00,580
asphaltthemes.com,0,1,91,3,2.00,0
ipaddress.com,0,2,13643,200403,36972.00,0
siteimprove.com,0,41,18969,102211,575696.00,301
support.wix.com,0,1,38627,78140,439243.00,0
webyes.com,0,5,1196,344,514.00,14
fyno.io,0,1,1442,716,371.00,0
ordwaylabs.com,0,1,3441,6931,15395.00,88
vismaster.eu,0,1,29,24,63.00,0
knoxsystems.com,0,1,547,519,5171.00,0
struto.io,0,1,953,180,294.00,0
appflowy.com,0,5,572,3176,35799.00,0
randomwalk.ai,0,1,169,162,171.00,0
capterra.com,0,18,505354,305134,1797904.00,5734
gitkraken.com,0,2,16795,25200,98730.00,136
audienceops.com,0,1,76,78,285.00,0
brandbeavers.com,0,1,372,98,0.00,0
bruceclay.com,0,1,15344,30056,308294.00,0
teamsimmer.com,0,1,464,229,930.00,0
meetedgar.com,0,1,12981,10498,15611.00,0
zenesys.com,0,1,2371,523,3547.00,0
johnnyflash.com,0,1,1408,1913,8001.00,0
storm12.co.uk,0,1,274,156,27.00,0
aljazeera.net,0,3,98209,594878,36855.00,0
jdrgroup.co.uk,0,1,3870,6229,10957.00,0
cybeready.com,0,1,2975,2440,27779.00,35
amoeboids.com,0,2,5255,2835,8765.00,0
muffingroup.com,0,2,11241,5619,12797.00,13
squareinternet.co,0,1,170,2,0.00,0
neilpatel.com,0,17,113144,146494,764821.00,184
stablepoint.com,0,2,3861,1489,2519.00,0
practimuebles.cl,0,1,6,0,0.00,0
thehartford.com,0,1,247023,1665012,21014975.00,3197
emailtooltester.com,0,1,16804,78895,1524836.00,0
marketers.pk,0,1,77,4,0.00,0
planetscale.com,0,1,3269,10104,21621.00,0
cds.co.uk,0,1,287,128,320.00,0
epicor.com,0,2,19264,34394,255687.00,0
kelma.io,0,1,27,0,0.00,0
tiptap.dev,0,1,1975,9693,6400.00,16
netim.com,0,4,4946,10163,38828.00,0
somewhatcreative.net,0,1,361,0,0.00,0
ironpaper.com,0,2,6903,6782,88414.00,184
geoffgraham.me,0,1,188,374,314.00,0
infostridehealth.com,0,1,2,0,0.00,0
huble.com,0,1,3818,2350,10143.00,0
cardinaldigital.com,0,2,2270,112,411.00,0
viplogs.com,0,1,16,145,0.00,0
computer-geek.net,0,1,699,361,563.00,0
bpsoftware.net,0,1,177,97,60.00,0
green.ch,0,2,579,310,948.00,0
sitemile.com,0,1,1563,959,2326.00,0
getellipsis.com,0,1,63,142,1942.00,0
sinsixx.com,0,1,2515,18,6.00,0
freelancelly.com,0,1,28,0,0.00,0
seo.com,0,14,50352,34693,257816.00,435
netsolitsolution.com,0,1,18,0,0.00,0
roidna.com,0,1,98,18,25.00,0
optasy.com,0,1,1296,225,766.00,0
square-9.com,0,1,1555,2281,8837.00,24
vipknoxville.com,0,1,625,544,122.00,0
xoticpc.com,0,1,15308,55413,51118.00,140
themecanal.com,0,1,1480,237,209.00,0
saffiretech.com,0,1,857,42,68.00,0
marketingsweet.com.au,0,1,523,104,73.00,0
pluginus.net,0,1,92,0,0.00,0
agilecdn.cloud,0,1,295,1,3.00,0
smartfilmsinternational.com,0,1,755,991,971.00,0
informer.com,0,1,395748,189578,247899.00,0
wpfounders.com,0,4,64,65,221.00,0
kodowp.com,0,1,33,0,0.00,0
stockpick.nl,0,3,36,0,0.00,0
classifailab.com,0,1,1,0,0.00,0
wp-graphql-gutenberg.netlify.app,0,2,3,0,0.00,0
pushdigitalgroup.com,0,4,201,617,2371.00,0
newsinitiative.withgoogle.com,0,4,17122,93511,146546.00,0
tribulant.com,0,5,3610,2264,4082.00,0
courtsquare.com,0,1,1392,7481,8824.00,0
strideck.com,0,1,18,0,0.00,0
zanfia.com,0,2,1596,596,1303.00,0
wprealm.com,0,2,19,0,0.00,0
beautifulpress.net,0,1,437,186,513.00,0
liveproxies.io,0,1,2863,6242,13825.00,10
inma.org,0,3,1579,1384,935.00,0
e9digital.com,0,1,3722,11052,112090.00,0
4goodhosting.com,0,3,1672,418,719.00,0
filesanywhere.com,0,1,864,1251,4246.00,0
fileroom.com,0,1,352,171,1215.00,0
similarweb.com,0,26,195033,1295621,1704765.00,2271
masterconcept.ai,0,1,2599,706,2115.00,0
tryholo.ai,0,1,939,6699,17073.00,7
indglobal.in,0,2,247,9,0.00,0
exploit-db.com,0,5,6619,32389,92206.00,0
upwork.com,0,7,289215,1215768,3634917.00,1915
wptabs.com,0,1,39,7,4.00,0
memberpress.com,0,6,5072,7952,25952.00,24
justthere.co.uk,0,3,20,0,0.00,0
heyiris.ai,0,1,3927,10083,24566.00,15
baldorvip.com,0,1,141,1652,151.00,0
parachutedesign.ca,0,3,2107,1805,5156.00,0
jazeerad.com,0,1,1,2,0.00,0
crowdin.com,0,1,2561,4012,13152.00,13
ambitionbox.com,0,3,92572,54062,121705.00,0
evidi.com,0,1,2961,3058,12924.00,0
tendata.com,0,1,16136,4944,4745.00,0
bluetickconsultants.com,0,7,342,39,127.00,0
cloudfest.com,0,1,524,942,1729.00,0
belwo.com,0,1,107,76,97.00,0
beasleydirect.com,0,1,263,77,0.00,0
purplepublish.com,0,1,633,363,512.00,0
wparena.com,0,3,533,172,155.00,0
nudgesecurity.com,0,1,6955,10541,94519.00,145
torontomu.ca,0,1,40311,61305,90467.00,1
usetopic.com,0,2,489,759,760.00,0
lumis.com.br,0,1,57,3,23.00,0
spaceship.com,0,4,16975,38153,150418.00,802
calibreapp.com,0,3,744,113,107.00,0
govramp.org,0,5,1163,2055,24340.00,0
preventdirectaccess.com,0,3,1178,383,3.00,0
technologymagazine.com,0,1,31930,14763,55529.00,0
commoninja.com,0,2,14522,20279,18896.00,7
lando.dev,0,1,97,768,126.00,0
intellectsoft.net,0,1,7058,2598,33010.00,3
onepagega.com,0,3,736,8,8.00,0
netnod.se,0,5,1108,1659,4200.00,0
wearedrew.co,0,1,2566,620,1675.00,0
kontainer.com,0,1,497,328,3621.00,1
kaleidoscope.at,0,2,80,35,65.00,0
moodledev.io,0,1,1104,3433,4212.00,0
notta.ai,0,5,39703,35948,57312.00,29
egain.com,0,2,3871,20336,245653.00,0
incomediary.com,0,1,6085,3963,3699.00,0
atbakan.com,0,1,2,0,0.00,0
class.com,0,1,4770,28294,134965.00,0
wpenterprises.co,0,1,7,24,0.00,0
markdemeny.com,0,1,9,1,0.00,0
disprz.ai,0,1,3239,1959,19594.00,0
encyclopedia.com,0,1,2592417,945038,1094951.00,0
tcbmag.com,0,1,23172,23071,18635.00,0
subbly.co,0,2,2504,2696,12719.00,8
usewhale.io,0,2,9461,7918,38217.00,196
krishaweb.com,0,5,2935,149,1119.00,0
thedigitalenterprise.com,0,2,179,102,753.00,0
softacom.com,0,1,1311,1615,30748.00,0
requestmetrics.com,0,3,533,329,938.00,0
cycognito.com,0,1,6163,6305,58113.00,0
kustomer.com,0,1,4673,12005,436253.00,195
cvcsccm.wordpress.com,0,1,11,0,0.00,0
regionalchamber.com,0,2,16038,15985,19446.00,0
nebius.com,0,4,4601,30321,86880.00,441
alachisoft.com,0,2,990,509,198.00,0
mapp.com,0,1,1963,1980,7173.00,0
roblox.com,0,2,1079894,17187451,3721269.00,804
vipweb.ie,0,2,7,6,18.00,0
curl.dev,0,2,2086,4904,10180.00,0
successcoaching.co,0,1,3307,2638,8637.00,0
bubble.io,0,1,22110,77431,239341.00,2
mp.gov.in,0,1,312855,305722,348554.00,0
vipsoftware.com,0,2,249,52,390.00,0
digiinvent.com,0,1,575,17,22.00,0
qodeinteractive.com,0,12,15241,7373,11070.00,0
saber.app,0,3,2649,2559,3042.00,0
quttera.com,0,4,718,500,1808.00,0
zoominfo.com,0,20,1863949,1846986,6883651.00,3357
californiacountynews.org,0,1,815,207,110.00,0
contagious.com,0,1,1097,2225,118.00,0
semonto.com,0,2,1198,846,1492.00,0
iubenda.com,0,2,18509,124730,591948.00,5
vip-consortium.org,0,2,310,234,78.00,0
parsleysoftware.com,0,2,153,389,2737.00,4
kohde.io,0,1,10,0,0.00,0
tdwds.com,0,1,90,10,45.00,0
colibriwp.com,0,4,2148,1309,4325.00,0
dncc-dch.gov.bd,0,1,1,4,85.00,0
thecontentlab.ie,0,2,289,101,423.00,0
appeq.ai,0,1,1132,46035,502488.00,0
webengage.com,0,1,4826,4042,10847.00,0
ficilcom.jp,0,1,1257,1552,1134.00,0
troubador.co.uk,0,1,1327,480,807.00,0
kmco.com,0,1,6317,6282,22685.00,0
datixinc.com,0,1,1929,888,6079.00,0
infotrust.com,0,3,3401,1186,17111.00,18
websavers.ca,0,1,996,415,1311.00,1
capterra.ca,0,1,21680,9563,38741.00,0
ecreativeworks.com,0,1,1198,857,3174.00,0
smackcoders.com,0,5,774,125,169.00,0
webdevstudios.org,0,3,7,0,0.00,0
integritysolutions.com,0,1,2505,4456,14194.00,27
chatlyn.com,0,1,4354,4587,2950.00,0
chrsinteractive.com,0,3,819,484,5592.00,0
abdsm.org,0,2,84,93,225.00,0
bizopia.com,0,1,825,579,1259.00,0
metacpan.org,0,1,4582,4827,5444.00,0
rietsch-design.de,0,1,27,4,0.00,0
perspective.co,0,1,1549,5238,49814.00,56
reaktiv.com.mk,0,1,1,0,0.00,0
letsremotify.com,0,1,1977,438,4005.00,0
snipcart.com,0,1,1697,3287,24480.00,0
northpeak.io,0,1,552,89,330.00,0
inkandswitch.com,0,1,83,211,66.00,0
pretius.com,0,2,873,1042,2069.00,9
gridpane.com,0,5,478,148,446.00,0
innovationsoftheworld.com,0,1,4901,3392,5459.00,0
avast.com,0,1,266723,835648,1858607.00,1457
incomeschool.com,0,1,799,723,452.00,0
bpm.com,0,3,10477,18652,106736.00,149
uvm.edu,0,1,170979,402505,614873.00,2
api-press.com,0,1,5,0,0.00,0
servicenow.com,0,2,193083,613577,7236253.00,4697
crozdesk.com,0,2,44677,30984,139050.00,0
stackharbor.com,0,1,397,18,56.00,0
onedesk.com,0,1,2041,1919,23741.00,15
okta.com,0,4,155766,1439716,1909662.00,314
relevanssi.com,0,1,32,57,138.00,0
wishdesk.com,0,2,763,217,802.00,0
devsecopsschool.com,0,3,1000,169,486.00,0
ymirapp.com,0,1,25,9,11.00,0
genius.courses,0,4,63,2,0.00,0
flowmattic.com,0,5,477,199,359.00,0
ctrl.blog,0,7,1490,983,414.00,0
landportal.org,0,1,6370,5550,6896.00,110
essentialaccessibility.com,0,1,30,35,546.00,0
crazydomains.com.au,0,1,6411,626,2124.00,10
jonathoncolman.org,0,1,24,13,0.00,0
eagles.org,0,1,12799,46942,40712.00,0
deploi.ca,0,1,656,67,170.00,0
stackhawk.com,0,3,4581,5896,46486.00,2
contentrefined.com,0,1,1584,1010,2008.00,0
pixely.co.uk,0,1,20,22,50.00,0
scaler.com,0,2,109066,63665,59350.00,6
cleancommit.io,0,1,1363,241,469.00,0
chrislema.com,0,1,1039,1352,2981.00,0
directoriespro.com,0,2,537,72,274.00,0
xenonstack.com,0,1,17000,5659,32840.00,0
stripe.com,0,1,332696,2031862,11958628.00,1506
ehi.com,0,1,1363,5178,10511.00,0
rarathemes.com,0,1,1403,23,42.00,0
pugpig.com,0,1,322,192,82.00,0
wpcompendium.org,0,1,439,7,17.00,0
dbeaver.com,0,2,3917,2544,10523.00,0
sumologic.com,0,1,12975,24111,274037.00,74
godigitalculture.com,0,1,36,1,0.00,0
wecancreative.com,0,2,2,0,0.00,0
prisma.io,0,1,8902,24581,82457.00,0
lundmarkadvertising.com,0,1,415,50,50.00,0
europeid.com,0,1,2045,928,1532.00,0
plume.com,0,1,4928,9517,16485.00,0
whatsapp.com,0,1,198491,7123345,9229223.00,0
experte.com,0,1,44636,60871,270700.00,0
viplawsupport.com,0,1,5,2,0.00,0
wpsupportminneapolis.com,0,1,54,4,52.00,0
20northmarketing.com,0,1,4112,5761,43557.00,0
remotingsdk.com,0,1,32,3,0.00,0
userled.io,0,2,620,354,5319.00,0
biggie.co,0,1,444,314,1286.00,0
edworking.com,0,1,2654,794,1019.00,28
bopdesign.com,0,4,1580,3125,49615.00,0
wpservicesut.com,0,1,6,7,27.00,0
download.it,0,1,553850,489064,1083764.00,0
pcsource.co.uk,0,1,506,124,258.00,0
